X,Y,Z,category_name,predcategory,image_path
6.9386735,5.9902425,-2.2525716,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/113.jpg
6.844984,6.181909,-2.2527728,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/115.jpg
6.916434,6.2008715,-2.5009398,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/119.jpg
6.9896603,5.9401107,-2.2866137,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/120.jpg
6.9260764,6.0870976,-2.163096,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/133.jpg
7.0092683,6.063086,-2.3020434,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/135.jpg
7.025577,5.872218,-2.2146873,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/15.jpg
9.079709,2.7514315,0.76558524,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/157.jpg
6.956586,6.2644305,-2.3355873,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/158.jpg
6.933027,6.011188,-2.2719486,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/161.jpg
6.82148,6.224735,-2.3923986,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/163.jpg
6.7753716,6.271245,-1.9873646,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/17.jpg
6.953781,6.2561035,-2.6918397,cantaloupe,banana,Fruit-Project_split/val/cantaloupe/170.jpg
6.9048467,6.140081,-2.547785,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/172.jpg
6.9244184,6.163274,-2.454418,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/181.jpg
6.818777,6.1965895,-2.659757,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/182.jpg
6.909249,6.1674294,-2.3116703,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/194.jpg
6.9286656,6.020257,-2.2467449,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/198.jpg
8.267893,6.6132474,-0.15889856,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/217.jpg
6.9253283,6.0925245,-2.256919,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/221.jpg
6.8996115,6.1851826,-2.4275057,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/222.jpg
6.9472604,6.0650563,-2.3206117,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/223.jpg
6.854386,6.168685,-2.2294946,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/230.jpg
6.9184804,6.201952,-2.346677,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/231.jpg
6.4418426,6.455305,-1.7024587,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/234.jpg
6.6781573,6.4025335,-1.7176405,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/238.jpg
8.79661,0.51583725,-0.36243448,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/245.jpg
6.8873057,6.148067,-2.261365,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/258.jpg
6.672755,6.3504105,-1.8542798,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/263.jpg
6.841873,6.218142,-2.096276,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/265.jpg
6.8371515,6.1767383,-2.6588192,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/266.jpg
7.0287237,6.795853,-2.034426,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/275.jpg
6.8972335,6.131899,-2.267249,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/288.jpg
6.895588,6.1472034,-2.4946795,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/289.jpg
6.330979,6.501476,-1.8071812,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/300.jpg
6.7938833,6.239722,-2.1321504,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/302.jpg
6.925308,6.233293,-2.4222429,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/305.jpg
6.8565946,6.166819,-2.627765,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/312.jpg
9.192789,2.587639,1.3721389,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/313.jpg
6.8320007,6.189937,-2.695878,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/316.jpg
6.911199,6.0206947,-2.1685066,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/319.jpg
10.9533415,4.062945,-1.5201209,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/322.jpg
7.023758,5.7659187,-2.1589506,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/326.jpg
6.823153,6.1939425,-2.6876032,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/329.jpg
6.640608,6.40126,-1.7852497,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/332.jpg
6.9374833,6.07184,-2.258629,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/334.jpg
6.4905257,6.44778,-1.8227737,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/339.jpg
6.918685,6.2034016,-2.4761138,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/344.jpg
6.8272147,6.21182,-2.2065127,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/347.jpg
11.528016,3.1269155,0.64025414,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/354.jpg
6.890728,6.124595,-2.5790672,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/356.jpg
7.038255,5.7272606,-2.1362104,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/358.jpg
6.492134,6.4517193,-1.6440169,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/368.jpg
6.7411375,6.295472,-1.8983358,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/374.jpg
6.9736276,5.93665,-2.2671835,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/375.jpg
7.0456014,6.71503,-1.1306927,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/380.jpg
9.906706,4.380879,4.034968,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/382.jpg
6.840914,6.179897,-2.6610672,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/394.jpg
7.0625114,6.815809,-1.9973644,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/397.jpg
6.429617,6.4833527,-1.6152209,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/401.jpg
7.0331993,5.922998,-2.2319844,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/404.jpg
6.942219,6.168711,-2.478369,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/407.jpg
6.9196873,6.248827,-2.437851,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/41.jpg
6.8244853,6.1922083,-2.708132,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/411.jpg
6.942535,6.159766,-2.388137,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/418.jpg
6.567318,6.4237685,-1.6932185,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/422.jpg
6.8467307,6.2029877,-2.699861,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/424.jpg
6.7317486,6.375616,-1.7622639,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/428.jpg
11.573612,3.0992265,0.68575835,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/43.jpg
6.8071585,6.3045745,-1.9076321,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/439.jpg
7.667182,0.6597021,-0.03982037,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/44.jpg
6.876359,6.151305,-2.588901,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/442.jpg
7.1162477,5.798126,-2.214476,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/444.jpg
9.527162,3.124659,0.124140784,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/445.jpg
6.8167844,6.19324,-2.6659882,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/448.jpg
9.778889,4.139422,-0.17606615,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/455.jpg
6.814047,6.284095,-1.8683358,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/458.jpg
7.07723,6.5311465,-1.3620739,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/459.jpg
10.02382,3.8213863,0.34403756,cantaloupe,jackfruit,Fruit-Project_split/val/cantaloupe/460.jpg
6.9281073,6.027886,-2.2682295,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/502.jpg
6.3883996,6.4797373,-1.8209203,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/503.jpg
11.555941,3.0657604,0.71413594,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/517.jpg
6.998304,6.9844832,-1.9407983,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/522.jpg
11.523453,3.1242628,0.6523256,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/532.jpg
6.8302736,6.184136,-2.619428,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/535.jpg
6.779024,6.2157044,-2.5788949,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/539.jpg
7.001479,5.801256,-2.1669714,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/544.jpg
6.7888365,6.191961,-1.988102,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/549.jpg
7.0969415,6.717787,-1.1637428,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/553.jpg
6.780053,6.2606254,-2.0427675,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/56.jpg
6.8103747,6.224555,-2.13682,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/565.jpg
6.625535,6.4277005,-1.7701222,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/57.jpg
6.9388,6.0446563,-2.4489214,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/575.jpg
6.793131,6.2206807,-2.2825346,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/577.jpg
6.8346243,6.196437,-2.6019566,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/588.jpg
6.6832657,6.3511004,-1.8475784,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/602.jpg
6.3289695,6.5029,-1.8046812,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/610.jpg
7.3574877,5.8711085,0.10767051,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/612.jpg
7.381954,5.8961396,-0.0542907,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/619.jpg
6.544867,6.432308,-1.8155419,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/620.jpg
11.518525,3.0768766,0.7303502,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/626.jpg
7.009505,5.951987,-2.20037,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/631.jpg
6.697432,6.3022494,-2.005901,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/637.jpg
6.7035894,6.392207,-1.7209506,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/638.jpg
6.6653237,6.3947315,-1.7752658,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/640.jpg
6.790291,6.2098036,-2.613778,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/644.jpg
6.9984245,5.948708,-2.1595995,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/655.jpg
7.2271943,5.5996556,-2.1984828,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/657.jpg
6.8266606,6.283099,-1.9376792,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/660.jpg
6.975455,6.1942573,-2.376556,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/664.jpg
6.554111,6.495691,-1.5904884,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/670.jpg
6.704169,6.3564615,-1.8155348,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/672.jpg
7.013927,6.021492,-2.250369,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/674.jpg
6.798952,6.234241,-2.1632674,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/677.jpg
9.643535,3.2512372,0.11269031,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/683.jpg
9.034213,2.705776,0.7877633,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/685.jpg
9.691571,3.4121747,0.19278039,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/688.jpg
9.709869,3.3661115,0.14966422,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/690.jpg
9.9607935,3.9527495,0.42194757,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/698.jpg
6.7683506,6.403048,-1.7156805,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/699.jpg
7.170464,5.714491,-2.219406,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/7.jpg
6.6044793,6.4385347,-1.6614057,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/703.jpg
6.5330048,6.4433336,-1.6205007,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/705.jpg
6.860711,6.171434,-2.2225082,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/71.jpg
6.7539597,6.3832097,-1.6840945,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/710.jpg
6.6432867,6.3705482,-1.8553646,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/721.jpg
6.811988,6.196208,-2.6710632,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/731.jpg
6.496592,6.4184957,-1.8648559,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/741.jpg
6.8984666,6.1120415,-2.183285,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/742.jpg
6.533479,6.4524307,-1.6248589,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/750.jpg
6.456152,6.4620733,-1.80627,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/754.jpg
7.6624074,0.6829975,-0.006475842,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/76.jpg
6.482491,6.4427915,-1.8591632,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/767.jpg
7.025138,5.7559667,-2.1603758,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/77.jpg
6.335372,6.5031075,-1.8041599,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/770.jpg
6.33387,6.50092,-1.7990448,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/781.jpg
6.3782825,6.4891925,-1.7798253,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/782.jpg
6.8286195,6.3596096,-1.7543267,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/783.jpg
6.603939,6.3649154,-1.8413316,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/785.jpg
6.6855283,6.332448,-1.9261715,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/787.jpg
6.484045,6.440431,-1.8691713,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/788.jpg
6.874533,6.1681004,-2.2095623,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/790.jpg
6.9223037,6.2266574,-2.4762173,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/796.jpg
6.4028974,6.450116,-1.8278843,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/798.jpg
6.928117,6.179536,-2.4243953,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/800.jpg
6.4893045,6.4542985,-1.813084,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/807.jpg
6.5111837,6.4604406,-1.6194844,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/808.jpg
6.503934,6.450753,-1.6259507,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/810.jpg
10.112451,3.47899,1.0725092,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/816.jpg
10.310004,4.4378357,0.5692243,cantaloupe,peanut,Fruit-Project_split/val/cantaloupe/821.jpg
6.5769367,6.4174123,-1.6454511,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/832.jpg
6.4863315,6.462574,-1.6297847,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/833.jpg
6.319621,6.5109773,-1.7963092,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/84.jpg
6.6778474,6.299301,-2.3361576,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/842.jpg
6.517925,6.442008,-1.8468682,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/845.jpg
6.7897058,6.2549047,-2.0507677,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/85.jpg
6.8297215,6.1986794,-2.703775,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/856.jpg
6.7884016,6.210367,-2.5977874,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/858.jpg
6.903553,6.110024,-2.5526927,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/86.jpg
9.099161,2.9158578,0.51146156,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/861.jpg
6.5189805,6.4673686,-1.7617224,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/865.jpg
6.6092854,6.430777,-1.7501744,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/868.jpg
6.9208965,6.225781,-2.4574342,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/87.jpg
9.421711,2.6349611,1.2562684,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/874.jpg
6.4238214,6.466651,-1.7188334,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/875.jpg
8.371072,2.8067641,1.0553112,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/880.jpg
6.959273,5.959283,-2.1402645,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/890.jpg
6.5068626,6.3463936,-1.9149598,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/891.jpg
6.7841196,6.2465715,-2.1043262,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/892.jpg
9.827879,4.1206317,-0.1498073,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/896.jpg
9.010587,2.8336892,0.9147274,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/898.jpg
6.918653,6.0958967,-2.2237146,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/9.jpg
10.212647,3.7870457,0.24380857,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/903.jpg
6.6110735,6.3535414,-2.0073202,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/905.jpg
6.999697,5.9387197,-2.1711366,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/906.jpg
6.6937556,6.3129745,-2.0163407,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/908.jpg
6.5956135,6.3600116,-1.8695861,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/913.jpg
6.813904,6.2221327,-2.156723,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/918.jpg
6.733798,6.272584,-2.0737293,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/924.jpg
9.798593,4.1116376,-0.18133019,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/929.jpg
8.995063,2.8019783,0.7741247,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/932.jpg
8.936703,2.7977953,0.83690697,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/934.jpg
9.045098,2.8172507,0.68571764,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/941.jpg
8.954143,2.8021455,0.82485247,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/942.jpg
6.7734904,6.4152756,-1.6581036,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/945.jpg
6.7092357,6.3896327,-1.7827274,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/948.jpg
7.288923,6.443491,-1.3306248,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/952.jpg
6.740921,6.3877606,-1.7941629,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/953.jpg
7.058386,5.8157225,-2.148729,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/959.jpg
6.9902935,6.97217,-1.9250517,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/97.jpg
8.698698,0.658259,-0.34318152,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/974.jpg
6.3417816,6.497296,-1.8067125,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/979.jpg
11.016043,3.7570417,-1.289687,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/980.jpg
6.8767424,6.1499925,-2.6054626,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/99.jpg
6.434644,6.4762344,-1.6937758,cantaloupe,cantaloupe,Fruit-Project_split/val/cantaloupe/991.jpg
10.929874,2.014989,-1.7086885,carambola,carambola,Fruit-Project_split/val/carambola/1006.jpg
10.57635,2.226975,-1.8319767,carambola,carambola,Fruit-Project_split/val/carambola/102.jpg
8.9489355,3.3945837,3.4611912,carambola,carambola,Fruit-Project_split/val/carambola/103.jpg
10.954673,1.7135857,-2.4002464,carambola,carambola,Fruit-Project_split/val/carambola/108.jpg
10.390794,3.492565,3.680456,carambola,carambola,Fruit-Project_split/val/carambola/11.jpg
10.469664,2.080615,-1.8629615,carambola,carambola,Fruit-Project_split/val/carambola/115.jpg
10.869493,1.6694789,-2.521764,carambola,carambola,Fruit-Project_split/val/carambola/122.jpg
10.943024,1.6947323,-2.424162,carambola,carambola,Fruit-Project_split/val/carambola/123.jpg
10.859928,1.6634161,-2.5191927,carambola,carambola,Fruit-Project_split/val/carambola/13.jpg
10.88862,1.7726231,-2.2840126,carambola,carambola,Fruit-Project_split/val/carambola/135.jpg
10.919211,1.9822668,-1.742439,carambola,carambola,Fruit-Project_split/val/carambola/136.jpg
10.916728,1.6283327,-2.5162144,carambola,carambola,Fruit-Project_split/val/carambola/138.jpg
10.950617,1.5744113,-2.566966,carambola,carambola,Fruit-Project_split/val/carambola/139.jpg
10.8763685,1.7365912,-2.3564456,carambola,carambola,Fruit-Project_split/val/carambola/145.jpg
10.636499,2.0172393,-2.109837,carambola,carambola,Fruit-Project_split/val/carambola/150.jpg
10.91702,1.7014616,-2.4002159,carambola,carambola,Fruit-Project_split/val/carambola/155.jpg
10.938721,1.6464969,-2.4610834,carambola,carambola,Fruit-Project_split/val/carambola/157.jpg
10.854828,1.6348124,-2.5518239,carambola,carambola,Fruit-Project_split/val/carambola/158.jpg
10.928873,1.6933924,-2.4110062,carambola,carambola,Fruit-Project_split/val/carambola/160.jpg
0.632145,0.9277587,6.329928,carambola,carambola,Fruit-Project_split/val/carambola/161.jpg
10.849579,1.6460956,-2.5436313,carambola,carambola,Fruit-Project_split/val/carambola/163.jpg
10.864477,1.6824908,-2.483795,carambola,carambola,Fruit-Project_split/val/carambola/164.jpg
10.546876,2.1203642,-1.901005,carambola,carambola,Fruit-Project_split/val/carambola/17.jpg
10.122109,3.4675584,3.7699091,carambola,carambola,Fruit-Project_split/val/carambola/170.jpg
10.950542,1.5664876,-2.5875707,carambola,carambola,Fruit-Project_split/val/carambola/178.jpg
10.936748,1.6336498,-2.4697769,carambola,carambola,Fruit-Project_split/val/carambola/18.jpg
10.894729,1.6912295,-2.4262564,carambola,carambola,Fruit-Project_split/val/carambola/181.jpg
10.933458,1.6509535,-2.4433115,carambola,carambola,Fruit-Project_split/val/carambola/186.jpg
10.590142,2.0658393,-1.9414085,carambola,carambola,Fruit-Project_split/val/carambola/19.jpg
10.930046,1.7005943,-2.4243689,carambola,carambola,Fruit-Project_split/val/carambola/190.jpg
10.948601,1.5708277,-2.5802662,carambola,carambola,Fruit-Project_split/val/carambola/194.jpg
10.587817,2.0814145,-1.9416486,carambola,carambola,Fruit-Project_split/val/carambola/20.jpg
10.944428,1.5791624,-2.5715168,carambola,carambola,Fruit-Project_split/val/carambola/202.jpg
10.887905,1.9845405,-1.7950472,carambola,carambola,Fruit-Project_split/val/carambola/204.jpg
10.940833,1.6185662,-2.5261974,carambola,carambola,Fruit-Project_split/val/carambola/205.jpg
10.961135,1.5563648,-2.5944262,carambola,carambola,Fruit-Project_split/val/carambola/216.jpg
10.618376,2.0851254,-1.913892,carambola,carambola,Fruit-Project_split/val/carambola/22.jpg
10.937552,1.8186544,-2.1658595,carambola,carambola,Fruit-Project_split/val/carambola/23.jpg
9.725692,3.236445,-0.017563539,carambola,carambola,Fruit-Project_split/val/carambola/233.jpg
10.936076,1.5919093,-2.555852,carambola,carambola,Fruit-Project_split/val/carambola/239.jpg
10.89833,1.6368303,-2.5135193,carambola,carambola,Fruit-Project_split/val/carambola/242.jpg
10.894761,1.6496263,-2.50676,carambola,carambola,Fruit-Project_split/val/carambola/247.jpg
10.552174,2.1439002,-1.839979,carambola,carambola,Fruit-Project_split/val/carambola/253.jpg
10.608916,2.046855,-2.0731044,carambola,carambola,Fruit-Project_split/val/carambola/259.jpg
1.4370675,0.9389137,6.379972,carambola,carambola,Fruit-Project_split/val/carambola/260.jpg
9.73054,3.132971,-0.18669263,carambola,carambola,Fruit-Project_split/val/carambola/27.jpg
10.966796,1.7444782,-2.3259215,carambola,carambola,Fruit-Project_split/val/carambola/270.jpg
10.647629,2.1457887,-1.896394,carambola,carambola,Fruit-Project_split/val/carambola/271.jpg
10.589943,2.23223,-1.8253273,carambola,carambola,Fruit-Project_split/val/carambola/278.jpg
10.603074,2.0576825,-2.0606203,carambola,carambola,Fruit-Project_split/val/carambola/280.jpg
10.634187,2.0837235,-1.9705871,carambola,carambola,Fruit-Project_split/val/carambola/291.jpg
10.994737,1.8717436,-1.900912,carambola,carambola,Fruit-Project_split/val/carambola/30.jpg
10.6503935,2.052687,-1.898826,carambola,carambola,Fruit-Project_split/val/carambola/304.jpg
10.94319,1.5771194,-2.5732229,carambola,carambola,Fruit-Project_split/val/carambola/308.jpg
10.652607,2.0470316,-1.9393445,carambola,carambola,Fruit-Project_split/val/carambola/31.jpg
10.914858,1.7003616,-2.4016883,carambola,carambola,Fruit-Project_split/val/carambola/310.jpg
10.854836,1.6647917,-2.5120819,carambola,carambola,Fruit-Project_split/val/carambola/311.jpg
10.549161,2.128322,-1.8903396,carambola,carambola,Fruit-Project_split/val/carambola/317.jpg
10.948125,1.5622767,-2.5909927,carambola,carambola,Fruit-Project_split/val/carambola/320.jpg
8.660123,3.4847791,3.676714,carambola,lemon,Fruit-Project_split/val/carambola/326.jpg
10.501204,2.1522818,-1.8119922,carambola,carambola,Fruit-Project_split/val/carambola/34.jpg
